CPU/Package_0_power,CPU/Package_0_energy,CPU/Package_1_power,CPU/Package_1_energy,DRAM/DRAM_0_power,DRAM/DRAM_0_energy,DRAM/DRAM_1_power,DRAM/DRAM_1_energy
30131.32,23626.1,33905.2,26585.45,8636.69,6772.16,10831.17,8492.92
