CPU/Package_0_power,CPU/Package_0_energy,CPU/Package_1_power,CPU/Package_1_energy,DRAM/DRAM_0_power,DRAM/DRAM_0_energy,DRAM/DRAM_1_power,DRAM/DRAM_1_energy
28682.96,21752.38,36207.1,27458.74,6643.27,5038.15,14226.79,10789.43
